COU,Country,POL,Pollutant,VAR,Year,Value
MLT,Malta,PFC,Perfluorocarbons,TOTAL,2019,0.0
MLT,Malta,PFC,Perfluorocarbons,TOTAL,2020,0.0
MLT,Malta,PFC,Perfluorocarbons,TOTAL,2021,0.01
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1990,97.95
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1991,98.62
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1992,104.23
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1993,103.32
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1994,104.13
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1995,100.91
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1996,104.4
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1997,102.9
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1998,101.72
MCO,Monaco,CO2,Carbon dioxide,TOTAL,1999,102.43
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2000,99.99
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2001,99.64
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2002,99.38
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2003,96.67
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2004,91.48
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2005,89.37
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2006,83.62
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2007,82.33
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2008,81.95
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2009,78.88
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2010,76.4
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2011,74.53
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2012,77.64
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2013,78.4
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2014,73.55
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2015,75.81
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2016,74.32
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2017,72.74
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2018,74.44
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2019,71.12
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2020,60.53
MCO,Monaco,CO2,Carbon dioxide,TOTAL,2021,64.42
SAU,Saudi Arabia,CH4,Methane,TOTAL,1990,16526.99
SAU,Saudi Arabia,CH4,Methane,TOTAL,2000,27551.81
SAU,Saudi Arabia,CH4,Methane,TOTAL,2010,43401.23
SAU,Saudi Arabia,CH4,Methane,TOTAL,2012,37360.05
SAU,Saudi Arabia,CH4,Methane,TOTAL,2016,48762.5
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1990,0.08
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1991,0.08
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1992,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1993,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1994,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1995,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1996,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1997,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1998,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,1999,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2000,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2001,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2002,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2003,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2004,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2005,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2006,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2007,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2008,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2009,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2010,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2011,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2012,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2013,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2014,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2015,0.09
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2016,0.11
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2017,0.11
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2018,0.12
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2019,0.12
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2020,0.12
MCO,Monaco,SF6,Sulphur hexafluoride,TOTAL,2021,0.12
MLT,Malta,GHG,Greenhouse gases,TOTAL,1990,2626.43
MLT,Malta,GHG,Greenhouse gases,TOTAL,1991,2480.07
MLT,Malta,GHG,Greenhouse gases,TOTAL,1992,2513.11
MLT,Malta,GHG,Greenhouse gases,TOTAL,1993,3115.81
MLT,Malta,GHG,Greenhouse gases,TOTAL,1994,2894.13
MLT,Malta,GHG,Greenhouse gases,TOTAL,1995,2691.06
MLT,Malta,GHG,Greenhouse gases,TOTAL,1996,2781.81
MLT,Malta,GHG,Greenhouse gases,TOTAL,1997,2813.49
MLT,Malta,GHG,Greenhouse gases,TOTAL,1998,2787.66
MLT,Malta,GHG,Greenhouse gases,TOTAL,1999,2845.11
MLT,Malta,GHG,Greenhouse gases,TOTAL,2000,2749.71
MLT,Malta,GHG,Greenhouse gases,TOTAL,2001,3025.99
MLT,Malta,GHG,Greenhouse gases,TOTAL,2002,3046.79
MLT,Malta,GHG,Greenhouse gases,TOTAL,2003,3269.04
MLT,Malta,GHG,Greenhouse gases,TOTAL,2004,3176.08
MLT,Malta,GHG,Greenhouse gases,TOTAL,2005,2997.66
MLT,Malta,GHG,Greenhouse gases,TOTAL,2006,3052.24
MLT,Malta,GHG,Greenhouse gases,TOTAL,2007,3139.83
MLT,Malta,GHG,Greenhouse gases,TOTAL,2008,3019.89
MLT,Malta,GHG,Greenhouse gases,TOTAL,2009,2885.26
MLT,Malta,GHG,Greenhouse gases,TOTAL,2010,2962.33
MLT,Malta,GHG,Greenhouse gases,TOTAL,2011,2961.06
MLT,Malta,GHG,Greenhouse gases,TOTAL,2012,3126.27
MLT,Malta,GHG,Greenhouse gases,TOTAL,2013,2799.15
MLT,Malta,GHG,Greenhouse gases,TOTAL,2014,2807.21
MLT,Malta,GHG,Greenhouse gases,TOTAL,2015,2129.16
MLT,Malta,GHG,Greenhouse gases,TOTAL,2016,1846.96
MLT,Malta,GHG,Greenhouse gases,TOTAL,2017,2028.38
MLT,Malta,GHG,Greenhouse gases,TOTAL,2018,2037.8
MLT,Malta,GHG,Greenhouse gases,TOTAL,2019,2149.93
MLT,Malta,GHG,Greenhouse gases,TOTAL,2020,2111.86
MLT,Malta,GHG,Greenhouse gases,TOTAL,2021,2133.62
IRN,Iran,GHG,Greenhouse gases,TOTAL,1994,385433.3
IRN,Iran,GHG,Greenhouse gases,TOTAL,2000,483669.17
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,1995,4.74
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,1996,4.75
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,1997,4.8
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,1998,4.81
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,1999,4.83
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2000,4.84
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2001,4.85
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2002,4.86
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2003,4.9
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2004,4.98
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2005,5.09
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2006,5.07
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2007,5.03
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2008,5.6
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2009,5.67
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2010,6.18
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2011,6.25
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2012,6.27
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2013,6.19
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2014,5.97
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2015,6.05
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2016,6.1
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2017,6.09
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2018,6.47
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2019,9.67
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2020,10.53
BLR,Belarus,SF6,Sulphur hexafluoride,TOTAL,2021,10.49
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1990,53446.07
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1991,48281.34
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1992,44729.05
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1993,41927.48
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1994,36002.69
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1995,32825.68
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1996,28458.62
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1997,29220.9
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1998,25948.38
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,1999,23786.33
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2000,23786.81
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2001,25099.05
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2002,25549.38
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2003,22849.31
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2004,25331.04
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2005,25645.36
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2006,25999.29
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2007,25621.59
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2008,30798.06
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2009,26793.44
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2010,27381.34
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2011,33347.06
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2012,31891.4
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2013,35403.0
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2014,35302.97
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2015,33005.09
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2016,36324.36
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2017,35000.2
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2018,38799.06
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2019,40399.16
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2020,37717.52
UKR,Ukraine,N2O,Nitrous oxide,TOTAL,2021,43618.8
HRV,Croatia,PFC,Perfluorocarbons,TOTAL,1990,1117.28
HRV,Croatia,PFC,Perfluorocarbons,TOTAL,1991,766.41
HRV,Croatia,PFC,Perfluorocarbons,TOTAL,2009,0.26
HRV,Croatia,PFC,Perfluorocarbons,TOTAL,2010,0.03
HRV,Croatia,PFC,Perfluorocarbons,TOTAL,2011,0.02
HRV,Croatia,PFC,Perfluorocarbons,TOTAL,2012,0.03
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,1993,0.37
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,1994,1.25
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,1995,4.45
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,1996,5.69
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,1997,9.31
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,1998,99.47
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,1999,130.64
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2000,273.01
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2001,295.71
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2002,337.74
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2003,462.59
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2004,588.0
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2005,643.64
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2006,889.53
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2007,946.84
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2008,1019.57
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2009,1068.9
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2010,1072.99
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2011,1144.65
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2012,1259.57
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2013,1328.22
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2014,1619.87
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2015,1698.54
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2016,1740.31
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2017,1968.39
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2018,2119.5
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2019,2258.36
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2020,2529.75
KAZ,Kazakhstan,HFC,Hydrofluorocarbons,TOTAL,2021,2706.49
IRN,Iran,PFC,Perfluorocarbons,TOTAL,2000,1484.0
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1990,31454.18
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1991,24818.23
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1992,22932.57
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1993,22930.42
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1994,22015.02
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1995,22686.43
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1996,23180.05
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1997,24543.05
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1998,24667.91
HRV,Croatia,GHG,Greenhouse gases,TOTAL,1999,25955.21
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2000,25653.65
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2001,26840.69
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2002,27906.89
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2003,29369.44
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2004,29386.45
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2005,29876.44
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2006,30283.88
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2007,31720.87
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2008,30767.54
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2009,28577.64
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2010,28171.06
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2011,27868.67
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2012,26113.1
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2013,24890.09
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2014,24157.18
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2015,24611.05
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2016,24833.94
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2017,25709.31
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2018,24600.99
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2019,24799.39
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2020,23906.82
HRV,Croatia,GHG,Greenhouse gases,TOTAL,2021,24446.42
ROU,Romania,CH4,Methane,TOTAL,1990,59043.13
ROU,Romania,CH4,Methane,TOTAL,1991,51199.44
ROU,Romania,CH4,Methane,TOTAL,1992,47350.0
ROU,Romania,CH4,Methane,TOTAL,1993,45617.51
ROU,Romania,CH4,Methane,TOTAL,1994,45625.88
ROU,Romania,CH4,Methane,TOTAL,1995,46832.55
ROU,Romania,CH4,Methane,TOTAL,1996,46816.67
ROU,Romania,CH4,Methane,TOTAL,1997,51824.08
ROU,Romania,CH4,Methane,TOTAL,1998,49257.91
ROU,Romania,CH4,Methane,TOTAL,1999,47955.88
ROU,Romania,CH4,Methane,TOTAL,2000,35995.79
ROU,Romania,CH4,Methane,TOTAL,2001,34466.51
ROU,Romania,CH4,Methane,TOTAL,2002,36865.44
ROU,Romania,CH4,Methane,TOTAL,2003,38144.79
ROU,Romania,CH4,Methane,TOTAL,2004,36548.16
ROU,Romania,CH4,Methane,TOTAL,2005,36857.28
ROU,Romania,CH4,Methane,TOTAL,2006,36056.36
ROU,Romania,CH4,Methane,TOTAL,2007,35008.63
ROU,Romania,CH4,Methane,TOTAL,2008,33794.82
ROU,Romania,CH4,Methane,TOTAL,2009,32156.91
ROU,Romania,CH4,Methane,TOTAL,2010,29798.93
ROU,Romania,CH4,Methane,TOTAL,2011,28930.53
ROU,Romania,CH4,Methane,TOTAL,2012,29080.61
ROU,Romania,CH4,Methane,TOTAL,2013,28464.31
ROU,Romania,CH4,Methane,TOTAL,2014,28235.53
ROU,Romania,CH4,Methane,TOTAL,2015,28061.77
ROU,Romania,CH4,Methane,TOTAL,2016,27424.64
ROU,Romania,CH4,Methane,TOTAL,2017,26956.69
ROU,Romania,CH4,Methane,TOTAL,2018,26446.63
ROU,Romania,CH4,Methane,TOTAL,2019,26678.44
ROU,Romania,CH4,Methane,TOTAL,2020,26340.58
ROU,Romania,CH4,Methane,TOTAL,2021,25785.35
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1990,3.81
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1991,4.03
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1992,4.26
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1993,4.51
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1994,4.77
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1995,5.05
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1996,5.34
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1997,5.65
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1998,5.98
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,1999,6.32
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2000,6.69
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2001,7.08
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2002,7.49
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2003,7.92
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2004,8.38
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2005,8.42
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2006,8.74
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2007,9.08
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2008,9.44
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2009,9.81
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2010,19.34
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2011,17.49
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2012,16.59
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2013,21.05
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2014,17.4
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2015,18.62
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2016,19.32
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2017,18.05
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2018,18.54
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2019,18.82
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2020,20.45
BGR,Bulgaria,SF6,Sulphur hexafluoride,TOTAL,2021,23.27
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1992,23.04
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1993,24.62
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1994,26.27
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1995,28.49
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1996,33.6
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1997,38.65
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1998,47.38
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,1999,54.29
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2000,62.44
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2001,70.91
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2002,80.28
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2003,92.0
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2004,107.15
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2005,121.8
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2006,137.79
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2007,153.17
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2008,172.12
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2009,182.72
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2010,198.99
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2011,216.37
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2012,221.17
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2013,225.67
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2014,233.18
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2015,246.65
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2016,267.02
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2017,287.91
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2018,308.05
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2019,332.27
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2020,335.68
CYP,Cyprus,HFC,Hydrofluorocarbons,TOTAL,2021,353.49
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,1995,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,1996,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,1997,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,1998,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,1999,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2000,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2001,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2002,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2003,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2004,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2005,10.73
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2006,10.45
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2007,10.15
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2008,9.85
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2009,9.54
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2010,9.24
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2011,8.93
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2012,8.63
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2013,8.33
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2014,8.02
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2015,7.99
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2016,7.6
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2017,7.2
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2018,6.81
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2019,6.42
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2020,6.12
BLR,Belarus,NF3,Nitrogen trifluoride,TOTAL,2021,6.05
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,1995,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,1996,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,1997,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,1998,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,1999,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2000,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2001,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2002,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2003,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2004,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2005,18.68
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2006,18.2
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2007,17.67
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2008,17.14
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2009,16.62
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2010,16.09
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2011,15.56
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2012,15.03
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2013,14.5
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2014,13.97
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2015,13.92
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2016,13.24
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2017,12.54
BLR,Belarus,PFC,Perfluorocarbons,TOTAL,2018,11.86
